RA_ICRS,DE_ICRS,ra_error,dec_error,Plx,parallax_error,pmRA,pmra_error,pmDE,pmdec_error,Gmag,BP_RP,r_est,r_lo,r_hi
124.80285882308719,-38.30563142679395,0.11814928583333845,0.1420270003117332,0.396295605524458,0.17101317389939213,-4.32814708002438,0.2585375073476046,6.093324868047311,0.2710018009309415,18.242981,1.7381381999999999,2432.4095604558997,1655.55012945271,4054.1876511275896
124.80579291471015,-38.30820948457949,0.25822613980658626,0.3266894413734672,-0.06951491824514354,0.395401296605529,-1.979172872150792,0.580132429644885,2.9594066613179875,0.6111856470459,19.383470000000003,1.8434734,3504.7645211196195,2019.62509178358,6003.32672637482
124.81724950489296,-38.32662618841557,0.02171690058402353,0.025145456952376584,0.3393378467238188,0.03129359110300329,-5.970381776145017,0.04674440909775578,3.4938418860787506,0.04597910274043729,15.193698999999999,1.2603216,2714.7132482397,2498.46102520225,2970.64208273199
124.82649116716057,-38.32550414863122,0.6210877351386003,0.7969036679474709,0.15878397167756128,1.0044967735426806,0.9685819905096804,1.3159705505618544,2.133307017249614,1.3196829560985734,20.494017000000003,,2782.69521270526,1310.58755083654,5280.68367163899
124.83837787362988,-38.3384270532276,0.1893465793144085,0.23781785740633346,0.9048828859863388,0.28511795279242896,-4.2460665215793725,0.4186434818916973,4.8136081782746505,0.4433829643574941,19.114182,2.0287189999999997,1211.68565882532,813.027468202131,2260.9959540521
124.80386403067482,-38.31347426562674,0.2608220844644144,0.33779819591544885,1.7641814404580776,0.39916473909457373,-4.862734093362564,0.55599070554319,4.812224158619774,0.6022936183942895,19.588917000000002,2.7234325,608.6787494116011,456.27434319942597,913.449251206719
124.81739517088036,-38.323940790392854,0.4372583039595033,0.5146883464488418,0.2665990003615598,0.6458344686571639,-0.15871500328448085,0.9412763899998732,4.138916596180782,0.8562845969641428,20.265127,1.5275421,2776.80288290704,1391.87071315699,5219.44317810139
124.8374074018076,-38.33778691494904,0.6345044109740476,0.9964572576257908,0.21790194751423467,1.1019400939883095,-4.268903883107072,1.4934164542138413,1.773316215687087,2.5992410393751317,20.747446,,2747.27895759769,1268.75368255591,5250.088213932179
124.80522052803205,-38.31673809433437,0.4340363792269192,0.5567957297175591,-0.6788849400351098,0.6874825274424491,-3.2402440607199408,0.9459288118425796,1.5462296446131063,0.9409405183699036,20.288605,1.8210487000000002,3474.3822234620397,1912.60463018841,6006.34347044173
124.79587598843895,-38.30892593631749,0.2197766388714308,0.2984487356843174,0.7170265198380171,0.34899874571010925,-3.673612796788252,0.4758328512496269,1.4675422614496931,0.5355578611651896,19.33083,1.96838,1690.0117667761701,978.574984168271,3715.0975076767204
124.78873429960524,-38.29386082432525,0.4928592302103549,0.6026999389546265,4.9693359832445585e-05,0.7484796028303605,-6.7105886090281475,1.2261509312736134,4.302226304226056,1.2076411850438995,20.373537,1.3711185,2955.0993006057106,1492.86959952448,5439.5433998119
124.79493263839657,-38.31107058135522,0.15153785187452795,0.19837277238373094,0.2374540691660612,0.2353236645772107,-5.433696621600059,0.3293025852073857,3.5390822849820616,0.3517208130294416,18.90008,1.6399002,3123.46579735214,1934.5263009586802,5361.30205540325
124.79422731480746,-38.29270138498241,0.3078223886861721,0.3816711366363792,-0.02848985998271818,0.4586632762188884,-3.021606515310701,0.6746025346464366,2.0179393621633865,0.7096379045512411,19.73585,1.8575001,3292.72844610487,1830.1248988786301,5788.00567461895
124.8088737284611,-38.313470977513795,0.07591681537144075,0.09149213780143486,0.3760509072644884,0.1104222766026856,-2.7213879318349283,0.1624250603025485,7.229963581619723,0.16380612904852968,17.791204,1.5313473,2497.2351053676,1904.0211204806,3533.1205717785797
124.83227855355318,-38.34278509412512,0.4601864731292003,0.5402826837962097,-0.500743826733575,0.6852994905468648,-1.438236599866606,0.9878728987116162,3.674403974371213,0.9112766957653412,20.450695,1.8986148999999997,3359.97302644604,1822.79534755008,5877.25182143636
124.79033265148745,-38.28862542090715,0.09767102312570378,0.11964884578650818,0.14058107320600596,0.1459797763295478,-2.363599709376694,0.2265344922682999,3.110072240034781,0.2444343007026245,18.127766,1.8168906999999999,3989.6655749959004,2700.99916015101,6209.529747082061
124.80086035753538,-38.31871312648556,0.2725253449725792,0.3452262592314396,0.2683470787481321,0.4261006823692308,-1.40023425095699,0.6135432386840075,4.276571073854574,0.6547320721427577,19.672125,1.8732281000000002,2845.3009359232105,1548.8341157407801,5234.52941413569
124.78891900102968,-38.29197023847361,0.19791554581448528,0.24219078078771716,-0.1450250248105438,0.2839360876821806,0.001998783713277552,0.4529376202453816,-3.6622163075018497,0.4835306845004116,19.172718,1.5848274,4146.21868190605,2590.19981200252,6638.413425907061
124.78577462488373,-38.29237886032556,0.24932471323279976,0.32405214499362545,0.8806482807991134,0.3734969376014157,-2.049257735390854,0.5535243688928606,3.8039885091462886,0.6382770779838686,19.601392999999998,1.799078,1386.4876802318802,815.40795325078,3245.7438763314503
124.81586325141176,-38.33005974594324,0.2545698284530253,0.323654083451014,0.55349998276974,0.41828845019926186,-3.6158244363016703,0.5568687696618493,3.822474670790915,0.5258183616288841,19.625598999999998,1.717804,2235.5646499242603,1182.5798830275698,4571.44557319344
124.79593784022892,-38.302299007662285,0.7790884097922066,0.7354775355627404,-5.546253735146153,1.0339002417266765,1.3028863358522595,2.4037750377991203,0.4269128328779669,1.1522665129312506,20.025226999999997,1.6113872999999999,4366.10137344284,2620.3359458093,7021.018286603921
124.79371027184273,-38.29043865943609,0.02433201575857387,0.02923736337472262,0.5804506759207559,0.035288278684585395,-5.449731080333907,0.05391184180267096,7.326267565279416,0.057181371230054574,15.525963,1.0564547,1645.14619975955,1552.80363512961,1748.91337366642
124.78880437589024,-38.294695889939455,0.2424931823670313,0.30262236417453353,1.402775155857013,0.34974367063220096,-0.13674531024454195,0.5531906089985118,6.178536088727817,0.6024985609106545,19.510744,2.6357383999999997,771.033422437578,556.236875729189,1250.19755961711
124.79462449522705,-38.293712924136145,0.22886500255821474,0.2807929394820089,1.1060297634516392,0.3358017652816119,-10.800913246731401,0.5066068989663111,8.019788386080112,0.5263666055203724,19.37011,2.3752823,1007.50742077004,666.060297592167,1989.09162285055
124.80517544589266,-38.30158306748866,0.3053942766257929,0.4749142746732264,-0.28786912975350576,0.4693527628781719,-1.6849147268876266,0.6384585233549973,4.82748499989645,1.0293810526887135,19.685670000000002,,3610.52820310853,2076.85978811031,6113.10778961755
124.81002030241021,-38.31345091230823,0.20056131027924576,0.2467393298141789,-0.5484392243164269,0.31259600378796193,-1.7710393520921124,0.44879781423172255,2.7832150977496077,0.4282860400296501,19.335086999999998,1.9349098000000002,4798.27270699748,3067.75263520105,7431.22323727563
124.80752211390616,-38.311063045828405,0.2683810465266123,0.3359502933838932,0.08588385127361584,0.4037248274610769,-2.1073181895154183,0.5791272055275968,4.64665505726918,0.5924937857912806,19.615738,1.9343948,3209.48117350219,1806.79405678025,5656.4109622592505
124.82712613571636,-38.326833987317855,0.5287768193513442,0.6288752952025591,-3.188867352421465,0.8498551595628627,-3.7841568508784817,1.1248958747224906,4.68608423488853,0.9871918315956836,20.377975,1.5655364999999999,4209.108342875979,2497.18457237082,6838.15902406547
124.8180790341133,-38.32480225795845,0.4209819125313229,0.5252141125293146,-0.4774839534676296,0.6457258654314356,-3.60509983697654,0.9100371069439568,0.8614376541051499,0.897247201570342,20.335535,1.5129622999999999,3407.0544359821697,1867.84152204917,5924.048898122061
124.7891299398037,-38.28658514873607,0.1775054650383655,0.23367904282644025,0.2874160103183068,0.26814279705673383,-2.2354734539236745,0.39215876976936137,2.8645740359237983,0.4661637437447364,19.110626,1.8572788,2892.1974677937897,1740.9574025790198,5128.401907848879
124.81145587002831,-38.32004845792114,0.6058980839301519,0.7288643185207722,1.011090681244136,0.9202849206593166,-0.8272602062294452,1.277670637398271,2.1234820777233057,1.2372650301352754,20.459415,1.9338549999999999,2281.28844546577,940.650685950654,4751.61288824464
124.799884763978,-38.30908827633324,0.5963411236414258,1.4642080369968415,1.4359375202229536,1.0269434339463126,-3.2169420965083155,1.253245148227016,-3.4499566088196527,3.3786223228771965,20.663933,,2099.22800475059,785.0753658807449,4543.13175428938
124.811252587358,-38.326891445426455,0.12873937728609694,0.1566333733163569,0.49524924074412396,0.19297060437665456,-3.1187987841880136,0.2758193926825141,1.3586479046457065,0.2719576908452171,18.6647,1.7582282999999999,2051.58581202172,1390.80572918508,3517.86519199073
124.83206762105564,-38.34061165973947,0.0452603459168295,0.05208266459687545,0.09027386472677984,0.06342067813002919,-3.4394156708151837,0.09771460831007044,2.1651249884910517,0.09420663410484133,16.457964,2.458415,5793.13335222405,4417.948629388,7889.09519344557
124.8232672858955,-38.330076367784784,0.07017940668220671,0.08375438030137185,0.436733139191565,0.10716228142561504,-6.401960958709752,0.1525314527144853,1.910735661866106,0.14350326348703493,17.534391,1.598877,2191.83638749596,1730.68189533642,2950.5445414880796
124.79925048118044,-38.29665307968575,0.3881005559875296,0.4903437813402638,-0.04252399571442672,0.5864628261608045,-1.0494198479043997,0.8907464495819629,4.4009125292506885,0.8640070173126106,20.050024,1.8308830000000003,3121.2463231015004,1665.44917231863,5589.54337112959
124.79830419518736,-38.306525329060726,0.19993949837725528,0.2659027922551177,0.14135788507519242,0.3111865835982829,-3.706741103707048,0.4409255332373515,3.4582162737603803,0.4747965257034345,19.277845000000003,1.6922455,3276.73935519349,1938.5203341452398,5644.52559757787
124.79542959679091,-38.293855952413146,0.3472546155431628,0.4347564251360565,0.3870441982411034,0.5194001071606563,-3.157831864981873,0.7704216035732384,2.0013126097915865,0.8038136274128747,19.946226,1.4930687,2632.61804124303,1346.65822085734,5046.52118810263
124.84564645886002,-38.34579036559407,0.3605217948412432,0.4442140310699256,1.317811205211593,0.5492194560397065,2.514049394243996,0.7831239087716595,-0.10119166095038676,0.7604808752661235,20.153074,2.6261482000000003,1040.54394043672,564.785509487423,3215.7659201512897
124.7866216489597,-38.28367720313983,0.09799076117165634,0.1189793197486827,0.0037259546702674328,0.14361501244710664,-1.2254853875535463,0.2185392012459799,1.6184071411470664,0.22240825839098854,18.190004000000002,2.8160953999999996,4945.78727914151,3386.7854774809,7401.75193864473
124.82369486891012,-38.32681834420367,0.1841301180757951,0.21559915305697247,0.3260291510049046,0.2797512760735285,-1.1743847946094643,0.4177518736093352,3.5583962196978662,0.3578607795506035,18.928919,1.5138988000000002,2752.62248964826,1632.39188981053,5002.74746243904
124.81048282222879,-38.319491382664644,0.3647551966459059,0.4554833963795396,-0.9021773384332976,0.55000233464786,-3.2720283941765573,0.7877576653309568,6.803627417470815,0.7572648526784937,20.088463,1.6779651999999998,3968.4792242155104,2331.99418078522,6543.32411063328
124.81975265837342,-38.32489286114587,0.18937430037122888,0.2346826574762157,1.0828868415380002,0.2896249014287601,-5.417909539050987,0.4117757525048963,7.060952159734535,0.4099370707354472,19.277334,2.601492,993.5299430273441,707.598719227234,1644.3267510193
124.78424529667423,-38.27978908049078,0.31346540876092466,0.3890337698119776,2.2486041862453567,0.4849851252427364,6.9731776229221945,0.6710047659267293,-8.881175539167813,0.7609192834812671,19.82391,2.3143368,477.88256643875,363.474675223527,698.087252586611
124.81175563087591,-38.323865997631344,0.1822340991225504,0.2329441451039321,0.12539396019183147,0.27399462783582723,-3.1592516240355604,0.3930169592745847,3.903229540272135,0.40353275540399897,19.141695000000002,1.80587,3425.30080208318,2068.53035133818,5821.46487021811
124.94001880552878,-38.23685462490812,0.3920031915099614,0.4902845676974707,0.05175818218877745,0.5964538152209876,-2.499096028004611,0.8887576870396823,2.7309424681616763,0.7885686754349971,20.223715,1.2883015,2988.60198277956,1573.7830849137,5416.53645367637
124.92637037856736,-38.34786927718636,0.01958629280885156,0.02499129060924737,0.368190093073671,0.028682335258567882,-3.2004727295279243,0.0428337539697712,3.742168745071384,0.048560244312182727,14.842747,,2519.3176654648396,2346.21375383991,2719.2468245976
124.906891966727,-38.197896338963034,0.26460534121762264,0.3784304702652855,-0.20035524195250856,0.4162345316277468,-1.8682995363686627,0.5830956002145692,5.913898345515691,0.6306030660147374,19.756443,1.7900238000000002,3622.5422511727897,2119.37878773221,6082.34035851802
124.96446288355386,-38.245906296315326,0.4084540218494172,0.5022328142252349,-0.029994139493961517,0.636265663298508,-3.096873217729113,0.8954483213344354,4.327509919287795,0.9230838428136052,20.01851,1.5427551000000002,3027.3723299989897,1590.07699581431,5468.016429714629
124.86870263557613,-38.34920339997121,0.6528842260685175,1.5269260399033742,-0.4779044392700599,1.0823521193690668,-4.009191986204463,1.4149838317959118,8.915701010995424,3.8243218585046574,20.803507,1.9702129000000002,2996.52825213979,1479.95240795768,5509.26868413595
124.90573834015163,-38.196801507928384,0.17157212741039002,0.22040803527831246,0.4298731131523758,0.2527273049678736,-5.915537197550076,0.37777438591680657,14.717086473920865,0.3726909774404864,18.719656,2.3998032000000005,2359.73732038159,1451.0538348344198,4376.51287488096
124.95840079869957,-38.31168247710969,0.06704743481903633,0.0839175069911847,0.5648741675376109,0.0984622098790552,-3.588241541912484,0.15398412893778285,2.3566429608422403,0.15648957100018804,17.367205,1.4847983999999999,1718.35916543621,1447.98917497515,2106.78188713983
124.90338072323269,-38.19541859785478,0.3140700717107377,0.4336596051816385,0.008707041187320306,0.5401332367101314,-3.4108499921965,0.6884999594647546,4.0401373082595375,0.6605141614015745,19.927582,0.69787407,3093.4620091681104,1672.2190960897399,5518.890103554239
124.92557017461769,-38.20513070503332,0.2841981144422925,0.3847288596567032,0.0896419019807727,0.4465007650193434,-2.46455257306835,0.6198561173393208,6.290732440002593,0.6520765293506448,19.73102,1.5941677,3106.3493541574394,1715.29262057575,5535.68418971053
124.90241083144646,-38.195316933433155,0.4283661040541753,0.5477248021350861,0.7918468057727623,0.6981175746470556,-5.656510046989416,0.8911833181862147,4.7808151440169855,0.8357430661002828,20.170433,1.7419758,2214.12633074246,993.4361678094181,4634.09554550069
124.96129284540794,-38.23122779899408,0.2536851554895829,0.3446545062103192,-0.3817352431246097,0.3931926810638704,-3.185047496580955,0.5717014306999099,3.245204064209384,0.6166000709126016,19.651628,,3975.86139204063,2399.30849477881,6481.16309409781
124.92708625761557,-38.23106670868204,0.4317953042039143,0.5591545059882915,0.95828766732879,0.6841027995282586,-1.5600282759153332,0.9672870765956488,2.0176012836784287,0.933348112445172,20.245414999999998,1.6169758,1976.29282202578,874.356424162866,4362.50565085724
124.95816609466316,-38.2687038608189,0.060865877918642876,0.07174775720970263,0.6158869164777653,0.08670508948661097,-5.102573026528077,0.1392308971023259,5.0422860127475655,0.1316551595739998,17.260458,1.4326878,1574.3830585167902,1373.15625242331,1842.29478229094
124.91414699032262,-38.32723939742087,0.12290734115098895,0.15899373923220864,1.1718327026856317,0.17579035063903822,-8.36301916304743,0.26498202578114005,6.289562311716704,0.2976269368707799,18.355220000000003,2.0790348,858.564996004205,736.194688877885,1028.6480591809
124.88478280252086,-38.24012035188873,0.5264944992449122,0.6217036531838666,0.4739348030275816,0.7839270601068374,-2.2017574032627643,1.09658463458667,1.308465680765786,0.9850098119156264,20.459238,1.608242,2581.92168208382,1210.3480960136699,5019.94118821195
124.92652010491558,-38.26883481377186,0.1214132882025456,0.1526887061941569,-0.2549174073188465,0.17886922952943193,-2.241239919182493,0.2665484513504926,3.654108745957143,0.2907973181502121,18.550703,2.3319970000000003,5654.79955378244,3865.37479963396,8306.66567233378
124.98937072546049,-38.267233915830595,0.22375020743279345,0.28749258979841497,0.5221883991308596,0.34163370173206675,-0.5880814348405374,0.4951083354386711,3.081044137371106,0.5114146011841737,19.450663,1.8224220000000002,2180.52700137854,1234.47378701752,4370.16367205685
124.8874953864585,-38.329065197617496,0.4785387119104961,0.5212202349344113,-2.0717137005882926,0.6457323352834239,-2.7044365150955487,1.0449647897431047,-10.234397992473802,0.9224952169529655,19.870708,1.9589310000000002,4367.95920745381,2646.33141290479,6997.832990118511
124.95157952871789,-38.21526741746718,0.5816163932946757,0.8065314834495972,-0.21107544414044288,0.9128167394097656,-6.129342325397048,1.203146595319166,2.0507589160810347,1.4314177300804116,20.640074,1.6835823,2948.10160145422,1471.33897459887,5419.127473426471
124.93106167627035,-38.326910251330474,0.035646611972962663,0.04493593165449089,0.2333812207933764,0.05177001140413516,-3.065923336480077,0.07644082038870395,2.1802874133786245,0.08129953455573137,16.096367,1.2482443,3704.45218033245,3088.41345313318,4589.67211181192
124.89107760373615,-38.313191513317,0.19635948221167698,0.2334194400224387,0.2908241196865789,0.2825819398899761,6.1625264780811175,0.4321875979615181,-6.849367189372687,0.4242744700796966,19.13767,1.8117447,2861.7593121579102,1701.82361579911,5114.88405234283
124.85947748907385,-38.26931784824129,0.1778672759536936,0.21553621577419504,0.11346265127855877,0.26672758647745776,-1.3483702353487752,0.3979850492252669,3.5743992599846024,0.377595923287302,19.144508,1.8058891,3476.3460958854803,2115.0798672447,5863.89989352667
124.94210594670244,-38.32304663060253,0.043865546707642034,0.05709056668409514,0.5480632865077296,0.06445120610351326,-2.7228626759430106,0.09729260976179377,6.5512530205018304,0.09427010078859452,16.335160000000002,1.1729755,1748.2125551591598,1564.96199063648,1978.52986857121
124.92415160176088,-38.241688704178564,0.2305390539683948,0.3043078455389085,-0.17654748954077196,0.3435890031576834,-3.7025350019384975,0.5133852507462734,2.7658792100907434,0.5564606306126533,19.423729,1.5885868,3863.8352716401896,2341.3469592615897,6327.840133117621
124.92352323144544,-38.267602470440615,0.30284443312831555,0.3815465084333681,0.09485707052498793,0.453384643326639,-3.3652728878253635,0.6692558178372912,2.8356538625608785,0.7059220181682072,19.852907000000002,1.7095928,3095.4056531905,1701.28834184055,5533.182290749661
124.92160197274448,-38.24039680682152,0.3127441810098324,0.3857264265176587,-0.1959444163341254,0.4758367935632148,-2.4336110669918645,0.6708938756244782,4.400673309315889,0.6449809210806087,19.892653,1.6908627,3453.70604168779,1964.6023841292301,5912.81573100339
124.85045553501949,-38.27818479126685,0.8175216476458977,1.0018180639988683,-1.1808153206270577,1.2851019019122658,-4.090714328332712,1.9957116038917848,8.376693893432646,2.490022746468201,20.86068,1.4398327,3080.47231304888,1539.70607327023,5601.53747383062
124.85266389913711,-38.251947521496895,0.5955988174428558,0.7182233443850796,0.8020901505494682,0.9141038838677108,-0.8354422027976841,1.3954863467658616,5.019258513483631,1.0609626026149974,20.542713,2.1428604,2408.8604326834397,1041.1913696010301,4866.678925154671
124.90083871854954,-38.32876041831024,0.09295643541405756,0.105707928290111,-0.13116960131574618,0.1283793971189171,-2.3631843312505905,0.2015552370067065,2.817597237628509,0.20277531056895748,16.946638,1.9048633999999998,6175.375573227049,4366.768827815779,8829.98102712881
124.95572676563032,-38.31527981278275,0.04687518769283956,0.05765146372228944,0.1115146322315878,0.06779946749738602,-2.3975300936162416,0.11300217924303388,2.2767749600948326,0.10906977188684036,15.933181,2.5308952000000002,5306.67844482199,4039.06126328716,7268.7201036856
124.94351528659992,-38.20455791469801,0.12700140129349813,0.16443294497650507,0.649638422366646,0.1899525819116281,-2.0045618634448,0.2779393101894348,2.89071840989456,0.29762667122710296,18.633902,1.6357498,1581.69770020018,1143.3554902168598,2488.0004549706896
